1000 top plays:
Rank | Name | PP | Speed | TextID | Text
579 | joshu#7412 | 372.28683 | 197.86 |  1440 | No, I am a cop. And I'm on the Emmitt Otterton cas…
580 | flaneur#8184 | 372.26685 | 191.67 |  408 | I told myself they were not gawking curiosity seek…
581 | IZANAGI#6744 | 372.2453 | 180.75 |  2272 | Political danger. The great houses look to us for …
582 | John#5407 | 372.17395 | 208.56 |  1724 | You want to put my camcorder... inside the box tha…
583 | slekap#0975 | 372.12766 | 193.52 |  832 | I love you all the same, it's just a situation. Do…
584 | StyleZ521#1111 | 372.0778 | 179.84 |  1309 | You get one chimerito and they give you like a doz…
585 | slekap#0975 | 372.06976 | 195.01 |  883 | I can't put a patty on a bun with lettuce, cheese,…
586 | Izanagi#2022 | 371.93848 | 238.2 |  735 | To remove that, they are now put into great boiler…
587 | Izzy#9616 | 371.8703 | 203.07 |  1286 | If nature has made you for a giver, your hands are…
588 | Alternator#5442 | 371.8585 | 182.25 |  1368 | Now, a clock needs to be clean, well-lubricated an…
589 | shaz#8698 | 371.6125 | 185.08 |  175 | Are you even listening? Look at me! These kids bel…
590 | GNiK#6456 | 371.52457 | 175.51 |  1901 | When the night meets the day, I'll be watchin' the…
591 | joshu#7412 | 371.37903 | 204.01 |  139 | You don't cry when someone pushes you down. You ge…
592 | Adamsky#6420 | 371.2807 | 173.92 |  1899 | Hiding in the fog where darkness meets the moonlig…
593 | joshu#7412 | 371.21777 | 243.57 |  545 | They read it just after they had hung up their sto…
594 | slekap#0975 | 371.21036 | 217.35 |  1031 | She thought that in all her life she had never see…
595 | slekap#0975 | 371.1498 | 197.29 |  2001 | That night there was the sound of uproarious singi…
596 | Adamsky#6420 | 371.04086 | 200.02 |  1339 | Man, Arnold. I can't believe it. Your last day of …
597 | slekap#0975 | 370.81833 | 216.45 |  1085 | The monks used to say that revenge is like a two-h…
598 | adeline#9262 | 370.72375 | 207.66 |  1314 | Every last one of them. We've implemented a double…
599 | Adamsky#6420 | 370.6194 | 162.61 |  1879 | I'm waking up, I am alive but I feel so strange. A…
600 | flaneur#8184 | 370.37418 | 174.79 |  114 | And my friend said, "I know you love her, but it's…
601 | Izzy#9616 | 370.3074 | 213.21 |  79 | I have come home at last! This is my real country!…
602 | Izzy#9616 | 370.2697 | 230.29 |  1011 | See, you'd eat like a slob if you were alone, but …
603 | Izzy#9616 | 370.19016 | 207.07 |  1033 | Of course, as we have seen, he was quite a simple …
604 | Adamsky#6420 | 370.1523 | 206.02 |  1640 | You can unlock doors, sneak past guards, climb the…
605 | flaneur#8184 | 370.14713 | 189.88 |  1819 | If you're allergic to peanuts, you might want to t…
606 | Izzy#9616 | 370.13672 | 202.75 |  915 | Fear is a strange soil. It grows obedience like co…
607 | blaqshaq#4878 | 370.10748 | 182.21 |  82 | On a clear day you can see for twenty-five miles i…
608 | Izzy#9616 | 369.92346 | 243.29 |  850 | If you come to think of it, there must be some lan…
609 | flaneur#8184 | 369.86923 | 170.41 |  1370 | If you accept, your payment will be triple your cu…
610 | flaneur#8184 | 369.74103 | 195.37 |  1851 | Are you feeling nervous? Are you having fun? It's …
611 | flaneur#8184 | 369.68317 | 178.73 |  261 | The man that I named the Giver passed along to the…
612 | flaneur#8184 | 369.51312 | 183.13 |  1634 | Well, you're safe now. We're all castoffs here. We…
613 | flaneur#8184 | 369.48608 | 180.43 |  1664 | Even if we fell down on the ground, we strongly be…
614 | Vielle#4742 | 369.4828 | 207.74 |  128 | People, I have discovered, are layers and layers o…
615 | Adamsky#6420 | 369.44653 | 174.06 |  97 | Welcome to 'Visions of Nature'. This room has seve…
616 | IZANAGI#6744 | 369.4268 | 211.21 |  1429 | I woke up this morning and figured I'd call you in…
617 | stuckbreaker#7886 | 369.35532 | 178.45 |  126 | This neighborhood is a lifeboat in a storm we can'…
618 | shaz#8698 | 369.3489 | 210.84 |  151 | Stories are for joining the past to the future. St…
619 | joshu#7412 | 369.2053 | 222.77 |  214 | When humans copy nature, they get the pattern wron…
620 | Izzy#9616 | 369.12576 | 205.59 |  1377 | What do you think is going on here? You think we'r…
621 | shaz#8698 | 369.07153 | 205.48 |  1185 | Limitations foster creativity. Tell an artist to p…
622 | joshu#7412 | 369.03287 | 170.69 |  182 | Well, what do you say? Would you like to be transm…
623 | Kathy#2820 | 368.8939 | 186.35 |  40 | Can you hear me, Belle? It's me. I know it's only …
624 | Izzy#9616 | 368.8557 | 220.35 |  499 | Dvorak layouts almost always place semicolon and c…
625 | Adamsky#6420 | 368.73413 | 196.05 |  111 | There's much more. There's all that goes beyond - …
626 | MAGNETLOVER69#7339 | 368.69827 | 190.54 |  408 | I told myself they were not gawking curiosity seek…
627 | joshu#7412 | 368.55322 | 195.99 |  111 | There's much more. There's all that goes beyond - …
628 | joshu#7412 | 368.55026 | 204.38 |  149 | Some things you just can't explain. You don't even…
629 | Jashe#4682 | 368.48505 | 173.21 |  170 | I stood on tiptoe, hastily looked around once more…
630 | Adamsky#6420 | 368.44568 | 190.46 |  408 | I told myself they were not gawking curiosity seek…
631 | jennocide#4578 | 368.4353 | 212.85 |  1140 | If you're reading this... Congratulations, you're …
632 | joshu#7412 | 368.39453 | 254.73 |  878 | The main object of the reading should be the maste…
633 | Adamsky#6420 | 368.3857 | 203.37 |  485 | With a single keystroke, the typewriter was capabl…
634 | GNiK#6456 | 368.24222 | 168.74 |  1582 | That's why I'm here, Mr. Freeman. I have recommend…
635 | vaihayasa#3986 | 368.05664 | 183.81 |  1732 | God, everything is so different in there. You can …
636 | thatrando#8651 | 368.00256 | 177.22 |  1892 | After the nightmares, weak is our mind. It could b…
637 | Izzy#9616 | 367.83173 | 201.95 |  938 | Whatever made me the way I am left me hollow, empt…
638 | Adamsky#6420 | 367.72052 | 192.04 |  140 | I've spent a lifetime practicing, becoming who I m…
639 | Adamsky#6420 | 367.71292 | 188.19 |  162 | If you can talk with crowds and keep your virtue, …
640 | Adamsky#6420 | 367.6861 | 182.87 |  1986 | The next moment a choking roar of rage sounded fro…
641 | Adamsky#6420 | 367.62604 | 166.47 |  1255 | Why would Andy want you? Look at you! You're a Buz…
642 | Izanagi#2022 | 367.5688 | 174.88 |  267 | The roots will heal in time... as will the entire …
643 | vsk#5793 | 367.468 | 172.79 |  1182 | You're too good to feel this bad about yourself. I…
644 | Edwin#0838 | 367.3955 | 184.51 |  587 | Well, well! The fearsome Edward Kenway speaks, eh?…
645 | Adamsky#6420 | 367.21234 | 210.83 |  265 | Imprisoned for ten thousand years. Banished from m…
646 | Izzy#9616 | 367.10602 | 189.25 |  2013 | There were shoutings, bangings on the table, sharp…
647 | flaneur#8184 | 367.0683 | 199.94 |  1202 | Everybody knows that pestilences have a way of rec…
648 | Izanagi#2022 | 367.03085 | 232.5 |  509 | Everywhere order reigns, so that when some circums…
649 | dinkD#5956 | 366.96686 | 181.29 |  82 | On a clear day you can see for twenty-five miles i…
650 | Adamsky#6420 | 366.95795 | 173.5 |  1296 | Mike, I don't know a single scarer who can do what…
651 | joshu#7412 | 366.8236 | 179 |  16 | This next test may involve trace amounts of time t…
652 | Izanagi#2022 | 366.74762 | 205.74 |  594 | The scholars were hurried through their lessons wi…
653 | Izzy#9616 | 366.63962 | 202.14 |  7 | If I disobey that fat old fool K. Rool, it's the b…
654 | flaneur#8184 | 366.59155 | 173.34 |  1260 | Local law enforcement! It's about time you got her…
655 | joshu#7412 | 366.55664 | 207.2 |  2120 | She sat looking about with her eyes as impersonal,…
656 | Adamsky#6420 | 366.30728 | 203.43 |  388 | You can't write a story until you've felt it. Brea…
657 | Izzy#9616 | 366.26102 | 195.23 |  111 | There's much more. There's all that goes beyond - …
658 | joshu#7412 | 366.18207 | 193.45 |  1749 | Haskell is statically typed. When you compile your…
659 | Adamsky#6420 | 366.15796 | 169.26 |  1670 | What is your shady scheme? It must be so dangerous…
660 | flaneur#8184 | 366.12314 | 193.23 |  2372 | Suddenly he stopped. There was an answer, or so he…
661 | Vector#0159 | 366.10938 | 180.11 |  1794 | Alright, this next test may involve trace amounts …
662 | Izanagi#2022 | 365.99347 | 172.12 |  77 | These are cookies. This is not breakfast. You are …
663 | Izanagi#2022 | 365.98016 | 209.59 |  151 | Stories are for joining the past to the future. St…
664 | Adamsky#6420 | 365.92444 | 217.04 |  260 | When anxious, uneasy and bad thoughts come, I go t…
665 | IZANAGI#6744 | 365.8738 | 213.46 |  862 | Because of the fact that oral reading is slower, m…
666 | Vielle#4742 | 365.87134 | 183.64 |  1770 | A great way to pick up new Haskell knowledge is to…
667 | Adamsky#6420 | 365.8678 | 178.07 |  1309 | You get one chimerito and they give you like a doz…
668 | flaneur#8184 | 365.81317 | 195.15 |  1453 | If I don't turn off the collider after you leave, …
669 | Adamsky#6420 | 365.74207 | 177.1 |  1539 | Listen, baby. Ain't no mountain high, ain't no val…
670 | Adamsky#6420 | 365.73584 | 174.61 |  54 | When the comet last came, my grandfather, Fire Lor…
671 | Adamsky#6420 | 365.7335 | 189.39 |  2270 | Extreme temperatures and treacherous weather event…
672 | Izzy#9616 | 365.64978 | 207.15 |  120 | Ever had a flying burrito hit you? Well, it's a de…
673 | IZANAGI#6744 | 365.55942 | 173.12 |  1296 | Mike, I don't know a single scarer who can do what…
674 | Adamsky#6420 | 365.41748 | 187.36 |  1375 | I know what I said! Remember the bad guys on those…
675 | Adamsky#6420 | 365.41437 | 165.04 |  1241 | Woody, you're not a collector's item. You're a chi…
676 | Izzy#9616 | 365.20462 | 232.23 |  690 | Then he recanted that suspicion; there could be no…
677 | Vielle#4742 | 365.18036 | 169.95 |  1883 | Now I face out, I hold out, I reach out to the tru…
678 | adeline#9262 | 365.0984 | 174.91 |  1537 | I've made mistakes. I could have treated you bette…
679 | blaqshaq#4878 | 365.00775 | 173.48 |  81 | We tend to think that we are happier if we take th…
680 | flaneur#8184 | 364.98343 | 179.39 |  1431 | Brothers. Does every sister have to deal with this…
681 | IZANAGI#6744 | 364.97018 | 183.85 |  1366 | Yes! They happened! But this, our family, is what'…
682 | Adamsky#6420 | 364.9093 | 185.77 |  256 | The world was a terrible place, cruel, pitiless, d…
683 | Izzy#9616 | 364.89093 | 198.32 |  1925 | We pigs are brainworkers. The whole management and…
684 | Adamsky#6420 | 364.78104 | 187.46 |  14 | If the Enrichment center is currently being bombar…
685 | adeline#9262 | 364.73096 | 196.72 |  1050 | The relative execution times of instructions on a …
686 | Vielle#4742 | 364.6832 | 180.36 |  1113 | Listen to the people who love you. Believe that th…
687 | Izzy#9616 | 364.4539 | 224.43 |  508 | We are evidently advancing towards the desired uni…
688 | dinkD#5956 | 364.43155 | 181.77 |  1107 | A long, long time ago, I can still remember how th…
689 | flaneur#8184 | 364.3969 | 162.94 |  1513 | Exactly my point! He was the Phantom of the Opera …
690 | Alternator#5442 | 364.384 | 202.78 |  1960 | We will teach this miserable traitor that he canno…
691 | IZANAGI#6744 | 364.37802 | 224.85 |  846 | However nice the person who is teaching you may be…
692 | flaneur#8184 | 364.36853 | 196.03 |  192 | Today might be the chance to grasp the chance to l…
693 | flaneur#8184 | 364.34164 | 174.79 |  1505 | Cause she walk like a boss, talk like a boss, mani…
694 | Izzy#9616 | 364.3056 | 226.46 |  101 | I'm prepared for any insane adventure life throws …
695 | MAGNETLOVER69#7339 | 364.12628 | 194.68 |  45 | Leaves from the vine, falling so slow. Like fragil…
696 | Adamsky#6420 | 364.05576 | 173.22 |  81 | We tend to think that we are happier if we take th…
697 | IZANAGI#6744 | 364.02567 | 193.36 |  2114 | As for myself, I saw my aunt's misshapen figure wi…
698 | Izzy#9616 | 363.87393 | 208.97 |  946 | Other people are likely not to be aware that those…
699 | flaneur#8184 | 363.87338 | 171.09 |  1546 | Physical wounds will definitely bleed and may look…
700 | Izzy#9616 | 363.86948 | 236.25 |  56 | I know sometimes it hurts more to hope and it hurt…
701 | Izzy#9616 | 363.8039 | 194.6 |  106 | If there really is a complete unified theory that …
702 | joshu#7412 | 363.77026 | 171.44 |  116 | For several days ensuing, her name was unmentioned…
703 | flaneur#8184 | 363.7546 | 180.65 |  1613 | I've been staring at the edge of the water long as…
704 | joshu#7412 | 363.62384 | 195.97 |  17 | I must not fear. Fear is the mind-killer. Fear is …
705 | Izanagi#2022 | 363.60754 | 231.26 |  656 | Some bright jewels sparkled on her neck and on her…
706 | Vielle#4742 | 363.3425 | 186.65 |  926 | Tommy... the thing is you're using words, but the …
707 | Izzy#9616 | 363.32175 | 216.87 |  745 | Upon this shelf a bit of the alloy of two exceedin…
708 | blaqshaq#4878 | 363.26724 | 181.79 |  15 | With a silent order, I urged Snout forward but he …
709 | Alternator#5442 | 363.2577 | 178.01 |  944 | If men learn this, it will implant forgetfulness i…
710 | Adamsky#6420 | 363.24258 | 196.82 |  164 | You have brains in your head. You have feet in you…
711 | Adamsky#6420 | 363.18552 | 183.92 |  1336 | Oh sure it's a good day for you! Tomorrow's a gran…
712 | flaneur#8184 | 363.17703 | 172.98 |  81 | We tend to think that we are happier if we take th…
713 | joshu#7412 | 363.15604 | 202.57 |  417 | My tea's gone cold, I'm wondering why I got out of…
714 | flaneur#8184 | 363.1377 | 180.81 |  1673 | Proud enough for you to call me arrogant, greedy e…
715 | flaneur#8184 | 363.09256 | 175.84 |  1892 | After the nightmares, weak is our mind. It could b…
716 | slekap#0975 | 363.08276 | 180.75 |  1240 | Man is a strange creature. All his actions are mot…
717 | flaneur#8184 | 362.9899 | 162.25 |  1617 | It's out with the old and in with the new. Goodbye…
718 | dinkD#5956 | 362.9713 | 183.4 |  41 | People are going to tell you who you are your whol…
719 | Izzy#9616 | 362.93988 | 218.03 |  275 | When he had got out on the shed he put his head in…
720 | Adamsky#6420 | 362.92184 | 175.97 |  903 | It's the ship that made the Kessel run in less tha…
721 | flaneur#8184 | 362.87302 | 156.75 |  2298 | The sky - the genuine sky, not an artificial one -…
722 | Adamsky#6420 | 362.7008 | 182.09 |  1571 | No matter how much we fought each other, though, i…
723 | Izzy#9616 | 362.5752 | 184.55 |  416 | You can go the distance, you can run the mile. You…
724 | flaneur#8184 | 362.56763 | 180.69 |  190 | Is "defeat" proof that you are weak? Isn't "defeat…
725 | slekap#0975 | 362.51166 | 203.61 |  125 | True beauty is what lies inside of us, not what th…
726 | IZANAGI#6744 | 362.4941 | 193.64 |  59 | My tactical instincts told me the Sorceress would …
727 | flaneur#8184 | 362.47128 | 192.35 |  924 | You can't do anything without certainty. The world…
728 | Izanagi#2022 | 362.39444 | 203.08 |  118 | Our purpose on this earth is not one single event,…
729 | Izzy#9616 | 362.20712 | 200.8 |  158 | Perhaps simple to be known, to be looked upon by s…
730 | Izzy#9616 | 362.14087 | 202.21 |  417 | My tea's gone cold, I'm wondering why I got out of…
731 | Adamsky#6420 | 362.12097 | 205.81 |  1130 | Perhaps all the dragons in our lives are princesse…
732 | Izzy#9616 | 362.10342 | 184.73 |  941 | I want to learn more and more to see as beautiful …
733 | Izzy#9616 | 362.08148 | 192.41 |  37 | Apart from the excruciating pain, this is great! I…
734 | slekap#0975 | 362.03003 | 202.95 |  118 | Our purpose on this earth is not one single event,…
735 | Izzy#9616 | 361.85965 | 202.26 |  1683 | The trial of Socrates took place in 399 BC when he…
736 | Vielle#4742 | 361.7267 | 172.3 |  1512 | It's undeniable that we should be together. It's u…
737 | MAGNETLOVER69#7339 | 361.71417 | 169.88 |  1072 | The massive folding door encompasses nearly one wh…
738 | Adamsky#6420 | 361.6854 | 214.75 |  1463 | If you truly want to continue escaping from everyd…
739 | dinkD#5956 | 361.67267 | 180.81 |  1634 | Well, you're safe now. We're all castoffs here. We…
740 | IZANAGI#6744 | 361.6666 | 198.28 |  2138 | He'll give you advice on October broilers or the f…
741 | joshu#7412 | 361.57974 | 200.58 |  158 | Perhaps simple to be known, to be looked upon by s…
742 | Adamsky#6420 | 361.42947 | 184.2 |  416 | You can go the distance, you can run the mile. You…
743 | joshu#7412 | 361.3872 | 182.86 |  167 | Would you really dig into yesterday's garbage to m…
744 | joshu#7412 | 361.38074 | 199.65 |  913 | I don't wanna see you cry. You don't have to feel …
745 | Adamsky#6420 | 361.32578 | 179.68 |  124 | It'd be like looking for a needle in a burning hay…
746 | Izanagi#2022 | 361.3015 | 152.69 |  88 | In the Cote Chalonnaise and the Maconnais to the s…
747 | helloimnotgood#4163 | 361.22528 | 180.82 |  1107 | A long, long time ago, I can still remember how th…
748 | adeline#9262 | 361.19696 | 176.21 |  1469 | Back when the arcade first opened, Turbo Time was …
749 | Adamsky#6420 | 361.1659 | 180.47 |  405 | But now, for the first time, I see you are a man l…
750 | Izzy#9616 | 361.11218 | 191.44 |  883 | I can't put a patty on a bun with lettuce, cheese,…
751 | Edwin#0838 | 361.10123 | 155.55 |  394 | You teach me and I'll teach you, Po-ke-mon! Gotta …
752 | IZANAGI#6744 | 361.01627 | 182.15 |  2401 | Within the space of a few decades, the way childre…
753 | Aevistar#1804 | 360.97235 | 171.04 |  1182 | You're too good to feel this bad about yourself. I…
754 | Vielle#4742 | 360.9368 | 190.02 |  1102 | Mockingbirds don't do one thing except make music …
755 | Adamsky#6420 | 360.88678 | 179.25 |  230 | What's the use? Let's say we fought, if anybody as…
756 | Izanagi#2022 | 360.84314 | 192.36 |  94 | I don't like loud noises and people making a fuss …
757 | oats#8312 | 360.78244 | 175.11 |  1869 | There was a swirling mass of water that lived in a…
758 | IZANAGI#6744 | 360.7788 | 187.26 |  2013 | There were shoutings, bangings on the table, sharp…
759 | Izzy#9616 | 360.70172 | 171.11 |  170 | I stood on tiptoe, hastily looked around once more…
760 | Izzy#9616 | 360.64896 | 214.48 |  1281 | He was walking down the long corridor at the Minis…
761 | Izzy#9616 | 360.61026 | 191.95 |  1768 | A Haskell module is a collection of related functi…
762 | shaz#8698 | 360.58713 | 182.68 |  41 | People are going to tell you who you are your whol…
763 | stuckbreaker#7886 | 360.57877 | 226.61 |  1215 | The important thing is not to stop questioning. Cu…
764 | sleeping#9869 | 360.30756 | 161.39 |  217 | Only boxers can understand the loneliness of tenni…
765 | Izzy#9616 | 360.20215 | 189.65 |  30 | Voodoo One, Viper's on station. Your journey ends …
766 | flaneur#8184 | 360.17462 | 197.69 |  1449 | Hey, listen. You don't look so hot either, kid. Mo…
767 | Edwin#0838 | 360.1726 | 195.01 |  212 | Friendship - my definition - is built on two thing…
768 | Izanagi#2022 | 360.12564 | 213.89 |  488 | This may be done through a special key on the keyb…
769 | Izzy#9616 | 360.10178 | 224.62 |  573 | His eyebrows are, somehow, darker; they look parti…
770 | flaneur#8184 | 359.91437 | 166.62 |  2094 | I continued getting better every day - after two w…
771 | Adamsky#6420 | 359.85852 | 193.88 |  1804 | Enjoy this next test. I'm going to go to the surfa…
772 | slekap#0975 | 359.8559 | 187.74 |  408 | I told myself they were not gawking curiosity seek…
773 | shaz#8698 | 359.82184 | 182.95 |  49 | We have learned to fear our planet and fled to the…
774 | Adamsky#6420 | 359.8128 | 159.37 |  238 | While some enzymes methylate the tails of histone …
775 | flaneur#8184 | 359.75613 | 168.65 |  1585 | I realize this moment may not be the most convenie…
776 | Izanagi#2022 | 359.70187 | 219.35 |  744 | As fast as the wood is ground off, it is washed aw…
777 | Izzy#9616 | 359.69373 | 192.93 |  36 | Harry, I'm going to let you in on a little secret.…
778 | Vielle#4742 | 359.46902 | 191.48 |  943 | According to Greek mythology, humans were original…
779 | adeline#9262 | 359.443 | 197.56 |  2119 | She taught me my scales and exercises, too, on the…
780 | Adamsky#6420 | 359.4075 | 223.01 |  4 | Fear is the path to the dark side. Fear leads to a…
781 | dinkD#5956 | 359.3935 | 193.05 |  196 | Everyone thinks that being small is more detriment…
782 | Alternator#5442 | 359.35376 | 193.35 |  1383 | Behold, the Underminer! I am always beneath you, b…
783 | Izzy#9616 | 359.29773 | 235.95 |  794 | They had hardly been walking an hour when they saw…
784 | Izzy#9616 | 359.26605 | 161.81 |  783 | Asked about aerodynamics, Reichman emphasized his …
785 | Izanagi#2022 | 359.1972 | 185.72 |  14 | If the Enrichment center is currently being bombar…
786 | joshu#7412 | 359.18362 | 180.66 |  2093 | I was getting ten words per minute faster every si…
787 | rain#5663 | 359.09164 | 176.84 |  60 | Oh, you have to trust me, Regina. I know best. Lov…
788 | IZANAGI#6744 | 359.0347 | 205.2 |  1672 | I can overthrow, a fair wind blows. I'll make the …
789 | Izzy#9616 | 359.0184 | 220.62 |  932 | He found that he was still not at all certain that…
790 | Edwin#0838 | 359.0044 | 212.86 |  243 | Your time is limited, so don't waste it living som…
791 | adeline#9262 | 358.97772 | 186.86 |  2251 | In the long history of the world, only a few gener…
792 | dinkD#5956 | 358.96454 | 171.87 |  1793 | Well, well, well. Welcome TO MY LAIR! Lemme just f…
793 | flaneur#8184 | 358.87842 | 171.31 |  1365 | I hid a camera. And this time I got him. See? You …
794 | Izanagi#2022 | 358.8329 | 205.57 |  33 | When there is evil in this world that justice cann…
795 | Izzy#9616 | 358.81512 | 220.46 |  5 | I've been waiting a long time for this moment. Soo…
796 | Adamsky#6420 | 358.75955 | 210.13 |  122 | Just remember who you are... The world will try to…
797 | Adamsky#6420 | 358.75153 | 194.87 |  180 | As you can see, I have memorized this utterly usel…
798 | dinkD#5956 | 358.68063 | 186.29 |  1288 | Oxygen is the chemical element with the symbol O a…
799 | Izanagi#2022 | 358.6797 | 216.75 |  876 | Both school people and community should remember t…
800 | adeline#9262 | 358.6322 | 183.62 |  418 | Any momentary triumph you think you have gained th…
801 | dinkD#5956 | 358.55392 | 152.09 |  88 | In the Cote Chalonnaise and the Maconnais to the s…
802 | Izanagi#2022 | 358.54727 | 213.38 |  1941 | This would light the stalls and warm them in winte…
803 | chak#8878 | 358.5374 | 181.82 |  1956 | With some difficulty Muriel spelt it out. "It says…
804 | Izzy#9616 | 358.49298 | 171.55 |  114 | And my friend said, "I know you love her, but it's…
805 | rain#5663 | 358.4076 | 187.09 |  1792 | I've got a surprise for you after this next test. …
806 | stuckbreaker#7886 | 358.39246 | 176.06 |  108 | For instance, on the planet Earth, man had always …
807 | flaneur#8184 | 358.28018 | 184.82 |  121 | Even in the darkest and most cruel person, there i…
808 | flaneur#8184 | 358.2574 | 167.61 |  1503 | Gotta change my answering machine now that I'm alo…
809 | Adamsky#6420 | 358.1508 | 165.8 |  1104 | I'm the Big Bob-omb, baron of all blasting matter,…
810 | KeeganT#8310 | 358.14203 | 150.77 |  86 | Life is a series of decisions. Whether you make th…
811 | oats#8312 | 358.12964 | 184.03 |  898 | Time changed, we're different, but my mind still s…
812 | adeline#9262 | 358.12054 | 193.3 |  1804 | Enjoy this next test. I'm going to go to the surfa…
813 | flaneur#8184 | 357.98563 | 172.94 |  1537 | I've made mistakes. I could have treated you bette…
814 | Izzy#9616 | 357.84995 | 188.05 |  976 | Hero? No! We're pirates! I love heroes, but I don'…
815 | Adamsky#6420 | 357.78174 | 220.64 |  143 | All my life, you stood by me, when no one else was…
816 | flaneur#8184 | 357.6575 | 190.91 |  1311 | Whoa. I may have done a tiny bit of rephrasing but…
817 | Adamsky#6420 | 357.49698 | 172.11 |  267 | The roots will heal in time... as will the entire …
818 | flaneur#8184 | 357.4432 | 218.88 |  969 | Wikipedia is the best thing ever. Anybody in the w…
819 | Adamsky#6420 | 357.43747 | 190.05 |  1886 | Was I sure of my fateful wish to evoke the night f…
820 | Izanagi#2022 | 357.4309 | 200.44 |  149 | Some things you just can't explain. You don't even…
821 | Izanagi#2022 | 357.34186 | 181.7 |  41 | People are going to tell you who you are your whol…
822 | oats#8312 | 357.30997 | 181.54 |  1366 | Yes! They happened! But this, our family, is what'…
823 | oats#8312 | 357.2349 | 172.25 |  1876 | Strawberry blonde, your stranglehold on my heart i…
824 | Izzy#9616 | 357.23474 | 186.91 |  408 | I told myself they were not gawking curiosity seek…
825 | joshu#7412 | 357.14087 | 212.25 |  496 | Several engineers devised hardware and software to…
826 | Vielle#4742 | 357.1307 | 191.34 |  92 | I've been quite open about this around the office:…
827 | Izanagi#2022 | 357.08234 | 214.37 |  161 | I wish that strife would vanish away from among go…
828 | Izanagi#2022 | 357.03323 | 178.38 |  82 | On a clear day you can see for twenty-five miles i…
829 | Adamsky#6420 | 356.90366 | 204.42 |  1672 | I can overthrow, a fair wind blows. I'll make the …
830 | Adamsky#6420 | 356.8798 | 180.06 |  1149 | I walked over to the hill where we used to go and …
831 | Vielle#4742 | 356.76627 | 200.66 |  2389 | I need you more than you know, more than you'd bel…
832 | Adamsky#6420 | 356.74545 | 173.94 |  130 | It's a queer thing, growing up. The years pile up,…
833 | flaneur#8184 | 356.73737 | 159.7 |  28 | The Terminator's an infiltration unit. Part man, p…
834 | Vielle#4742 | 356.72723 | 185.99 |  389 | A story is like a giant jigsaw puzzle, a jigsaw pu…
835 | Popcorn#9648 | 356.65714 | 174.85 |  1668 | Oh, please let me hear your voice, the angel of sa…
836 | Izzy#9616 | 356.60843 | 195.11 |  1339 | Man, Arnold. I can't believe it. Your last day of …
837 | shaz#8698 | 356.5721 | 198.86 |  1049 | I have often felt that programming is an art form,…
838 | LeSirH#5242 | 356.56015 | 150.43 |  86 | Life is a series of decisions. Whether you make th…
839 | shaz#8698 | 356.53412 | 174.48 |  2335 | In the early and middle stages of any quest, there…
840 | flaneur#8184 | 356.45728 | 171.61 |  2066 | Do not stand at my grave and weep. I am not there,…
841 | Izanagi#2022 | 356.3791 | 209.8 |  345 | Frankness looked out from her hazel eyes which wer…
842 | IZANAGI#6744 | 356.35434 | 226.94 |  992 | Since you are the representative of the company wh…
843 | Adamsky#6420 | 356.32617 | 174.5 |  1116 | It is a law of nature we overlook, that intellectu…
844 | Adamsky#6420 | 356.3206 | 175.27 |  911 | He kept going, his eyes glued to Minho just a few …
845 | flaneur#8184 | 356.31406 | 178.34 |  1875 | It won't be long now, love, like mist I slowly fil…
846 | oats#8312 | 356.1112 | 171.14 |  2046 | You know, we always called each other good fellas.…
847 | Izanagi#2022 | 356.10535 | 189.19 |  68 | What's going on here? According to my illegal key …
848 | Alternator#5442 | 356.10443 | 199.97 |  149 | Some things you just can't explain. You don't even…
849 | joshu#7412 | 356.07138 | 189.2 |  1436 | Cry, little baby bunny! Cry, cry... Aw, you don't …
850 | jennocide#4578 | 355.97693 | 158.67 |  1373 | No? Well, he'll look fabulous anyway. Your boy's s…
851 | Izanagi#2022 | 355.94223 | 190.59 |  100 | You choose a thankless job. You can't be upset whe…
852 | Roblox_user639#8130 | 355.7324 | 178.01 |  1680 | Stardust is falling down to the ground. We found s…
853 | Adamsky#6420 | 355.67813 | 181.39 |  1388 | When I'm with you, I hear a sound that makes me la…
854 | flaneur#8184 | 355.63223 | 170.22 |  1362 | In a stunning turn of events, a superhero is being…
855 | stuckbreaker#7886 | 355.55423 | 168.68 |  1278 | The freedom of a country can only be measured by i…
856 | Izanagi#2022 | 355.34076 | 235.41 |  556 | It was rough and simple, and not unlike what baby …
857 | adeline#9262 | 355.32953 | 180.08 |  1298 | You were right. They weren't scared of me. I did e…
858 | oats#8312 | 355.25128 | 168.95 |  1507 | I know this might seem strange, but let me know if…
859 | melikepi#7348 | 355.20016 | 168.2 |  1669 | Why are you so selfish? Your manner does not chang…
860 | Izzy#9616 | 355.12857 | 219.74 |  951 | When he puts a thing on a pedestal and calls it be…
861 | Adamsky#6420 | 355.1279 | 218.93 |  848 | She tried to be grateful, but she felt she would m…
862 | Izanagi#2022 | 355.08817 | 207.48 |  79 | I have come home at last! This is my real country!…
863 | Adamsky#6420 | 355.07407 | 181.51 |  42 | Breaking News! An update has swept the realm, chan…
864 | adeline#9262 | 354.9829 | 160.44 |  1418 | Oh, hey, Agent P. So, get this, I got this memo th…
865 | flaneur#8184 | 354.87485 | 201.05 |  1360 | This is because I don't have powers, isn't it? Wel…
866 | flaneur#8184 | 354.7876 | 176.94 |  1659 | Lying on the pillows at the old 812 watching Harol…
